request_id,arrival_time_ms,prompt_tokens,output_tokens,tenant_id,priority_class,ttft_slo_ms,itl_slo_ms,prefix_id,abandoned_at_ms,request_type
profile-00066,1658,1100,55,tenant-07,standard,2600,280,profile-rag-05,,
profile-00067,1658,1367,57,tenant-18,interactive,950,145,profile-chat-00,,
profile-00068,1717,55,77,tenant-16,interactive,950,145,,,
profile-00069,1730,2931,62,tenant-19,interactive,950,145,profile-rag-18,,
profile-00070,1779,52,114,tenant-02,interactive,950,145,,3192,
profile-00071,1821,101,66,tenant-12,interactive,950,145,,,
profile-00072,1830,2194,200,tenant-14,batch,8000,900,profile-rag-11,,
profile-00073,1896,139,43,tenant-07,interactive,950,145,,,
profile-00074,1897,1700,121,tenant-04,batch,8000,900,profile-rag-22,,
profile-00075,1918,2110,149,tenant-02,batch,8000,900,,,
profile-00076,2014,1686,271,tenant-20,interactive,950,145,,,
profile-00077,2018,117,73,tenant-05,interactive,950,145,profile-chat-26,,
profile-00078,2063,295,239,tenant-02,standard,2600,280,,,
profile-00079,2072,108,43,tenant-09,interactive,950,145,,,
profile-00080,2102,94,25,tenant-18,interactive,950,145,,,
profile-00081,2204,136,59,tenant-11,interactive,950,145,,,
profile-00082,2231,339,433,tenant-12,standard,2600,280,,,
profile-00083,2245,61,40,tenant-19,interactive,950,145,,,
profile-00084,2267,1035,67,tenant-02,interactive,950,145,profile-chat-10,,
profile-00085,2287,125,29,tenant-11,interactive,950,145,,,
profile-00086,2288,54,28,tenant-03,interactive,950,145,,,
profile-00087,2298,4727,80,tenant-08,batch,8000,900,profile-rag-27,,
profile-00088,2355,1300,140,tenant-04,interactive,950,145,profile-code-02,,
profile-00089,2364,3463,169,tenant-16,batch,8000,900,,,
profile-00090,2378,1814,58,tenant-20,interactive,950,145,profile-rag-31,,
profile-00091,2446,2326,93,tenant-09,batch,8000,900,,,
profile-00092,2465,1384,55,tenant-02,standard,2600,280,profile-rag-34,,
profile-00093,2466,3520,55,tenant-03,standard,2600,280,profile-rag-26,,
profile-00094,2531,360,199,tenant-02,interactive,950,145,profile-chat-33,,
profile-00095,2776,4500,110,tenant-07,interactive,950,145,profile-rag-15,,
profile-00096,2797,2033,62,tenant-02,standard,2600,280,profile-rag-14,,
profile-00097,2831,6302,244,tenant-20,batch,8000,900,,,
profile-00098,2832,3757,88,tenant-09,interactive,950,145,profile-rag-14,,
profile-00099,2889,1100,131,tenant-12,interactive,950,145,profile-rag-02,,
profile-00100,2906,1946,86,tenant-04,standard,2600,280,profile-rag-34,,
profile-00101,2927,117,31,tenant-02,interactive,950,145,,,
profile-00102,2967,4500,140,tenant-02,standard,2600,280,profile-rag-11,,
profile-00103,2979,3568,76,tenant-11,standard,2600,280,profile-rag-13,,
profile-00104,3029,4213,171,tenant-15,batch,8000,900,profile-rag-13,,
profile-00105,3057,481,54,tenant-11,standard,2600,280,profile-chat-14,,
profile-00106,3085,4747,261,tenant-13,standard,2600,280,profile-rag-26,,
profile-00107,3124,463,75,tenant-16,interactive,950,145,profile-chat-46,,
profile-00108,3124,1651,105,tenant-03,interactive,950,145,profile-rag-14,,
profile-00109,3133,46,53,tenant-16,interactive,950,145,,,
profile-00110,3231,3780,80,tenant-07,batch,8000,900,,,
profile-00111,3235,1100,314,tenant-01,standard,2600,280,profile-rag-12,,
profile-00112,3246,1934,63,tenant-06,standard,2600,280,profile-rag-14,,
profile-00113,3261,214,115,tenant-17,interactive,950,145,,8206,
profile-00114,3286,220,795,tenant-10,interactive,950,145,,,
profile-00115,3292,4001,92,tenant-12,batch,8000,900,,,
profile-00116,3295,2513,152,tenant-03,batch,8000,900,profile-rag-34,,
profile-00117,3305,164,84,tenant-20,interactive,950,145,,,
profile-00118,3346,3113,236,tenant-08,interactive,950,145,profile-rag-05,,
profile-00119,3353,2119,55,tenant-02,standard,2600,280,profile-rag-30,,
profile-00120,3363,86,43,tenant-06,interactive,950,145,,,
profile-00121,3404,5708,303,tenant-08,batch,8000,900,profile-rag-19,,
profile-00122,3439,220,301,tenant-19,interactive,950,145,,,
profile-00123,3499,87,23,tenant-20,interactive,950,145,,,
profile-00124,3582,3227,305,tenant-03,batch,8000,900,profile-rag-35,,
profile-00125,3605,957,51,tenant-02,standard,2600,280,profile-chat-13,,
profile-00126,3674,1859,152,tenant-20,batch,8000,900,,,
profile-00127,3733,1194,115,tenant-01,standard,2600,280,profile-rag-19,,
profile-00128,3769,1320,306,tenant-06,standard,2600,280,profile-code-15,,
profile-00129,3772,5607,194,tenant-15,batch,8000,900,,,
profile-00130,3803,152,52,tenant-12,interactive,950,145,,,
profile-00131,3816,5407,314,tenant-13,batch,8000,900,,,
profile-00132,3816,1149,87,tenant-02,interactive,950,145,profile-rag-19,,
profile-00133,3848,6055,110,tenant-19,interactive,950,145,profile-rag-07,,
profile-00134,3950,838,361,tenant-13,interactive,950,145,profile-code-11,9398,
profile-00135,3963,2300,80,tenant-17,batch,8000,900,,,
profile-00136,4024,6283,600,tenant-20,standard,2600,280,profile-rag-16,,
profile-00137,4053,80,41,tenant-18,interactive,950,145,,,
profile-00138,4184,333,176,tenant-16,interactive,950,145,profile-code-11,,
profile-00139,4233,2774,111,tenant-14,standard,2600,280,profile-rag-01,,
profile-00140,4298,79,27,tenant-01,interactive,950,145,,,
profile-00141,4407,1325,84,tenant-03,standard,2600,280,profile-rag-15,,
profile-00142,4444,9621,124,tenant-17,standard,2600,280,profile-rag-30,,
profile-00143,4453,734,218,tenant-07,interactive,950,145,,,
profile-00144,4478,500,45,tenant-15,standard,2600,280,profile-chat-10,,
profile-00145,4578,1233,1346,tenant-18,interactive,950,145,profile-code-08,,
profile-00146,4760,222,513,tenant-12,standard,2600,280,,,
profile-00147,4816,6306,70,tenant-05,interactive,950,145,profile-rag-13,,
profile-00148,4925,5871,112,tenant-15,batch,8000,900,,,
profile-00149,4929,4500,129,tenant-07,standard,2600,280,profile-rag-13,,
profile-00150,4969,150,62,tenant-06,interactive,950,145,,,
profile-00151,4986,2006,133,tenant-15,batch,8000,900,profile-rag-12,,
profile-00152,5070,4500,161,tenant-13,standard,2600,280,profile-rag-22,,
profile-00153,5079,84,79,tenant-01,interactive,950,145,,9606,
profile-00154,5104,557,86,tenant-10,interactive,950,145,profile-chat-05,,
profile-00155,5135,2267,110,tenant-16,standard,2600,280,profile-rag-35,,
profile-00156,5139,901,338,tenant-02,interactive,950,145,,8540,
profile-00157,5140,5062,239,tenant-05,batch,8000,900,,,
profile-00158,5156,220,147,tenant-18,interactive,950,145,,,
profile-00159,5158,784,81,tenant-09,standard,2600,280,profile-chat-46,,
profile-00160,5221,2623,55,tenant-04,standard,2600,280,profile-rag-27,,
profile-00161,5255,3033,111,tenant-20,batch,8000,900,profile-rag-10,,
profile-00162,5282,442,362,tenant-15,standard,2600,280,,,
profile-00163,5303,1700,84,tenant-15,batch,8000,900,profile-rag-15,,
profile-00164,5384,3131,96,tenant-09,batch,8000,900,,,
profile-00165,5422,360,54,tenant-05,interactive,950,145,profile-chat-15,,
profile-00166,5435,267,50,tenant-07,interactive,950,145,,,
profile-00167,5493,499,351,tenant-06,standard,2600,280,,,
profile-00168,5507,2379,153,tenant-10,interactive,950,145,profile-rag-22,,
profile-00169,5520,239,910,tenant-14,interactive,950,145,profile-code-16,,
profile-00170,5524,4043,83,tenant-03,interactive,950,145,profile-rag-05,,
profile-00171,5569,48,86,tenant-04,interactive,950,145,,,
profile-00172,5667,89,71,tenant-20,interactive,950,145,profile-chat-00,10372,
profile-00173,5680,336,140,tenant-04,standard,2600,280,,,
profile-00174,5737,2621,135,tenant-20,batch,8000,900,,,
profile-00175,5747,135,73,tenant-19,interactive,950,145,,,
profile-00176,5762,2523,89,tenant-06,interactive,950,145,profile-rag-07,,
profile-00177,5819,4443,138,tenant-20,batch,8000,900,profile-rag-24,,
profile-00178,5898,172,43,tenant-10,interactive,950,145,,,
profile-00179,5931,3326,84,tenant-03,standard,2600,280,profile-rag-21,,
profile-00180,5938,7941,150,tenant-17,standard,2600,280,profile-rag-03,18818,
profile-00181,5974,741,688,tenant-19,interactive,950,145,,,
profile-00182,5995,1295,55,tenant-19,standard,2600,280,profile-rag-05,,
profile-00183,6032,3241,83,tenant-18,standard,2600,280,profile-rag-29,,
profile-00184,6088,327,332,tenant-13,interactive,950,145,,,
profile-00185,6112,46,43,tenant-08,interactive,950,145,,,
profile-00186,6192,3272,297,tenant-02,batch,8000,900,,,
profile-00187,6229,4500,110,tenant-07,standard,2600,280,profile-rag-27,,
profile-00188,6287,13950,110,tenant-09,standard,2600,280,profile-rag-02,,
profile-00189,6425,2131,206,tenant-06,batch,8000,900,,,
profile-00190,6429,3708,194,tenant-20,batch,8000,900,,,
profile-00191,6446,1756,186,tenant-16,standard,2600,280,profile-rag-22,,
profile-00192,6500,3241,316,tenant-06,standard,2600,280,profile-rag-17,,
profile-00193,6507,1159,77,tenant-11,interactive,950,145,profile-rag-20,,
profile-00194,6535,141,25,tenant-18,interactive,950,145,,,
profile-00195,6557,4500,235,tenant-01,standard,2600,280,profile-rag-18,,
profile-00196,6594,3884,66,tenant-13,interactive,950,145,profile-rag-22,,
profile-00197,6676,91,32,tenant-01,interactive,950,145,,,
profile-00198,6692,3592,65,tenant-16,interactive,950,145,profile-rag-11,,
profile-00199,6702,1923,55,tenant-17,interactive,950,145,profile-rag-34,,
profile-00200,6810,1979,263,tenant-18,standard,2600,280,profile-rag-12,,
profile-00201,6943,1100,67,tenant-17,interactive,950,145,profile-rag-03,,
profile-00202,6956,634,369,tenant-19,interactive,950,145,,,
profile-00203,6980,2478,147,tenant-15,standard,2600,280,profile-rag-20,,
profile-00204,6982,546,84,tenant-01,interactive,950,145,profile-chat-45,,
profile-00205,6989,502,106,tenant-06,interactive,950,145,profile-chat-11,,
profile-00206,6993,249,397,tenant-15,standard,2600,280,profile-code-19,,
profile-00207,7022,57,50,tenant-13,interactive,950,145,,8501,
profile-00208,7079,360,111,tenant-20,interactive,950,145,profile-chat-32,,
profile-00209,7108,97,77,tenant-16,interactive,950,145,profile-chat-46,,
profile-00210,7108,108,51,tenant-07,interactive,950,145,,11686,
profile-00211,7109,2744,122,tenant-12,interactive,950,145,profile-rag-13,,
profile-00212,7125,174,37,tenant-13,interactive,950,145,,,
profile-00213,7142,69,85,tenant-14,interactive,950,145,,10780,
profile-00214,7147,240,230,tenant-12,interactive,950,145,profile-code-10,,
profile-00215,7161,124,71,tenant-20,interactive,950,145,,,
profile-00216,7162,551,435,tenant-14,standard,2600,280,,,
profile-00217,7179,297,319,tenant-07,standard,2600,280,profile-code-14,,
profile-00218,7204,7474,455,tenant-17,standard,2600,280,profile-rag-06,,
profile-00219,7255,141,34,tenant-14,interactive,950,145,,,
profile-00220,7307,97,47,tenant-11,interactive,950,145,,,
profile-00221,7314,2981,296,tenant-12,batch,8000,900,,,
profile-00222,7346,2287,131,tenant-19,standard,2600,280,profile-rag-01,,
profile-00223,7349,82,28,tenant-16,interactive,950,145,,,
profile-00224,7364,1516,120,tenant-05,interactive,950,145,profile-rag-29,,
profile-00225,7381,1793,179,tenant-04,batch,8000,900,,,
profile-00226,7384,417,569,tenant-19,interactive,950,145,profile-code-17,,
profile-00227,7390,4089,454,tenant-17,batch,8000,900,profile-rag-28,,
profile-00228,7391,47,17,tenant-17,interactive,950,145,,,
profile-00229,7425,1263,55,tenant-04,standard,2600,280,profile-rag-21,,
profile-00230,7433,201,24,tenant-12,interactive,950,145,,,
profile-00231,7434,639,505,tenant-02,standard,2600,280,,,
profile-00232,7448,68,39,tenant-15,interactive,950,145,profile-chat-01,,
profile-00233,7449,1100,60,tenant-20,interactive,950,145,profile-rag-30,,
profile-00234,7449,1336,96,tenant-02,standard,2600,280,profile-rag-08,,
profile-00235,7450,310,432,tenant-05,standard,2600,280,,23538,
profile-00236,7452,1430,55,tenant-01,standard,2600,280,profile-rag-04,,
profile-00237,7473,7627,173,tenant-08,interactive,950,145,profile-rag-13,,
profile-00238,7486,4911,110,tenant-08,standard,2600,280,profile-rag-12,,
profile-00239,7531,9737,129,tenant-12,standard,2600,280,profile-rag-32,,
profile-00240,7538,150,22,tenant-02,interactive,950,145,,,
profile-00241,7542,3559,80,tenant-15,batch,8000,900,profile-rag-08,,
profile-00242,7545,4030,350,tenant-02,batch,8000,900,profile-rag-02,,
profile-00243,7601,4849,88,tenant-19,batch,8000,900,profile-rag-28,,
profile-00244,7611,6945,124,tenant-15,batch,8000,900,profile-rag-31,,
profile-00245,7619,1452,111,tenant-07,standard,2600,280,profile-rag-12,,
profile-00246,7712,72,39,tenant-14,interactive,950,145,,,
profile-00247,7716,158,30,tenant-17,interactive,950,145,,,
profile-00248,7736,8309,224,tenant-06,batch,8000,900,profile-rag-06,,
profile-00249,7746,618,476,tenant-19,interactive,950,145,,,
profile-00250,7767,98,65,tenant-05,interactive,950,145,,,
profile-00251,7783,69,35,tenant-10,interactive,950,145,,,
profile-00252,7795,144,40,tenant-09,interactive,950,145,,,
profile-00253,7814,53,26,tenant-14,interactive,950,145,profile-chat-08,,
profile-00254,7863,373,496,tenant-06,standard,2600,280,,,
profile-00255,7871,723,492,tenant-03,standard,2600,280,profile-code-08,,
profile-00256,7893,4500,201,tenant-19,batch,8000,900,profile-rag-31,,
profile-00257,7958,360,83,tenant-12,standard,2600,280,profile-chat-46,,
profile-00258,7988,1700,80,tenant-10,batch,8000,900,,,
profile-00259,8064,7847,80,tenant-01,batch,8000,900,profile-rag-09,,
profile-00260,8098,4500,110,tenant-12,batch,8000,900,profile-rag-09,,
profile-00261,8107,360,45,tenant-06,interactive,950,145,profile-chat-26,,
profile-00262,8111,8764,110,tenant-15,standard,2600,280,profile-rag-11,,
profile-00263,8133,1402,81,tenant-17,standard,2600,280,profile-rag-03,,
profile-00264,8187,135,86,tenant-13,interactive,950,145,,,
profile-00265,8189,87,45,tenant-04,interactive,950,145,,,
profile-00266,8226,136,44,tenant-12,interactive,950,145,,,
profile-00267,8239,4105,80,tenant-17,batch,8000,900,profile-rag-16,,
profile-00268,8262,463,1153,tenant-03,interactive,950,145,profile-code-06,,
profile-00269,8311,1655,81,tenant-03,interactive,950,145,profile-rag-22,,
profile-00270,8406,254,409,tenant-16,standard,2600,280,,,
profile-00271,8444,124,63,tenant-14,interactive,950,145,,,
profile-00272,8448,220,518,tenant-08,interactive,950,145,profile-code-16,,
profile-00273,8484,1968,113,tenant-11,batch,8000,900,,,
profile-00274,8510,133,79,tenant-20,interactive,950,145,,,
profile-00275,8570,1658,61,tenant-16,interactive,950,145,profile-rag-13,,
profile-00276,8596,52,122,tenant-08,interactive,950,145,,,
profile-00277,8603,159,39,tenant-20,interactive,950,145,,,
profile-00278,8605,379,426,tenant-06,interactive,950,145,profile-code-06,,
profile-00279,8642,100,89,tenant-09,interactive,950,145,,,
profile-00280,8654,3081,111,tenant-14,standard,2600,280,profile-rag-09,,
profile-00281,8661,527,66,tenant-01,interactive,950,145,profile-chat-19,,
profile-00282,8783,1100,55,tenant-03,standard,2600,280,profile-rag-32,,
profile-00283,8787,681,307,tenant-14,interactive,950,145,,,
profile-00284,8830,4500,224,tenant-10,standard,2600,280,profile-rag-14,,
profile-00285,8830,1191,129,tenant-12,standard,2600,280,profile-chat-32,,
profile-00286,8835,5610,135,tenant-11,batch,8000,900,,,
profile-00287,8846,5082,103,tenant-03,interactive,950,145,profile-rag-18,,
profile-00288,8848,3898,93,tenant-01,batch,8000,900,profile-rag-13,,
profile-00289,8966,247,14,tenant-11,interactive,950,145,profile-chat-05,,
profile-00290,9023,2793,95,tenant-15,standard,2600,280,profile-rag-33,,
profile-00291,9032,220,457,tenant-16,interactive,950,145,,,
profile-00292,9076,83,63,tenant-02,interactive,950,145,profile-chat-03,,
profile-00293,9078,5406,55,tenant-01,standard,2600,280,profile-rag-06,,
profile-00294,9079,4500,139,tenant-15,standard,2600,280,profile-rag-13,,
profile-00295,9119,681,140,tenant-20,standard,2600,280,,20050,
profile-00296,9134,6003,121,tenant-15,batch,8000,900,profile-rag-02,,
profile-00297,9173,590,80,tenant-07,standard,2600,280,profile-chat-12,,
profile-00298,9234,2070,71,tenant-15,standard,2600,280,profile-rag-33,,
profile-00299,9243,442,179,tenant-01,standard,2600,280,,,
profile-00300,9253,2077,99,tenant-12,standard,2600,280,profile-rag-08,,
profile-00301,9315,2490,116,tenant-20,standard,2600,280,profile-rag-16,,
profile-00302,9347,4500,232,tenant-14,standard,2600,280,profile-rag-30,,
profile-00303,9406,8450,220,tenant-02,batch,8000,900,profile-rag-17,,
profile-00304,9466,3063,133,tenant-02,interactive,950,145,profile-rag-01,,
profile-00305,9472,1009,47,tenant-05,interactive,950,145,profile-chat-47,,
profile-00306,9519,2307,86,tenant-19,interactive,950,145,profile-rag-26,,
profile-00307,9564,430,45,tenant-06,interactive,950,145,profile-chat-42,,
profile-00308,9565,81,30,tenant-18,interactive,950,145,profile-chat-07,,
profile-00309,9566,692,47,tenant-20,interactive,950,145,profile-chat-14,,
profile-00310,9581,140,33,tenant-08,interactive,950,145,,,
profile-00311,9601,533,248,tenant-05,interactive,950,145,,,
profile-00312,9700,1681,55,tenant-02,standard,2600,280,profile-rag-09,,
profile-00313,9723,5818,198,tenant-01,batch,8000,900,,,
profile-00314,9751,70,58,tenant-13,interactive,950,145,,,
profile-00315,9777,75,71,tenant-15,interactive,950,145,,,
profile-00316,9813,6690,630,tenant-09,batch,8000,900,,,
profile-00317,9843,270,140,tenant-08,interactive,950,145,profile-code-02,,
profile-00318,9852,113,63,tenant-13,interactive,950,145,,,
profile-00319,9889,4500,462,tenant-02,standard,2600,280,profile-rag-23,,
profile-00320,9891,2341,181,tenant-10,interactive,950,145,profile-rag-27,,
profile-00321,9953,3051,182,tenant-02,batch,8000,900,profile-rag-07,,
profile-00322,10037,713,86,tenant-07,interactive,950,145,profile-chat-41,,
profile-00323,10043,586,71,tenant-09,standard,2600,280,profile-chat-01,,
profile-00324,10093,61,44,tenant-10,interactive,950,145,,,
profile-00325,10118,4500,110,tenant-05,standard,2600,280,profile-rag-18,,
profile-00326,10162,85,41,tenant-18,interactive,950,145,,,
profile-00327,10200,220,285,tenant-02,standard,2600,280,,,
profile-00328,10263,50,35,tenant-04,interactive,950,145,,,
profile-00329,10319,1594,263,tenant-04,standard,2600,280,profile-rag-24,,
profile-00330,10322,78,151,tenant-07,interactive,950,145,,,
profile-00331,10348,2830,164,tenant-18,standard,2600,280,profile-rag-19,,
profile-00332,10374,6301,124,tenant-13,interactive,950,145,profile-rag-21,,
profile-00333,10388,638,58,tenant-20,interactive,950,145,profile-chat-26,,
profile-00334,10439,24,25,tenant-20,interactive,950,145,,,
profile-00335,10486,1897,55,tenant-08,standard,2600,280,profile-rag-29,,
profile-00336,10537,1497,138,tenant-17,interactive,950,145,profile-rag-22,,
profile-00337,10637,588,500,tenant-03,interactive,950,145,,,
profile-00338,10674,6267,131,tenant-15,batch,8000,900,,,
profile-00339,10676,4984,196,tenant-12,batch,8000,900,profile-rag-09,,
profile-00340,10801,360,101,tenant-18,standard,2600,280,profile-chat-41,,
profile-00341,11010,3238,57,tenant-08,standard,2600,280,profile-rag-30,,
profile-00342,11076,1325,82,tenant-01,standard,2600,280,profile-rag-14,,
profile-00343,11078,924,292,tenant-07,interactive,950,145,,,
profile-00344,11102,97,51,tenant-01,interactive,950,145,,,
profile-00345,11120,1501,109,tenant-16,standard,2600,280,profile-rag-23,,
profile-00346,11124,451,230,tenant-04,interactive,950,145,,,
profile-00347,11159,252,105,tenant-09,interactive,950,145,,,
profile-00348,11207,93,58,tenant-20,interactive,950,145,,,
profile-00349,11252,1700,178,tenant-20,batch,8000,900,profile-rag-11,,
profile-00350,11253,1486,77,tenant-07,interactive,950,145,profile-rag-04,,
profile-00351,11256,2791,193,tenant-13,batch,8000,900,profile-rag-31,,
profile-00352,11310,220,140,tenant-12,standard,2600,280,,,
profile-00353,11321,87,67,tenant-03,interactive,950,145,,,
profile-00354,11334,1509,55,tenant-01,standard,2600,280,profile-rag-00,,
profile-00355,11392,1700,136,tenant-18,batch,8000,900,profile-rag-33,,
profile-00356,11394,374,596,tenant-09,interactive,950,145,,,
profile-00357,11397,1100,132,tenant-01,standard,2600,280,profile-rag-25,,
profile-00358,11397,3324,137,tenant-17,batch,8000,900,,,
profile-00359,11429,133,25,tenant-04,interactive,950,145,,,
profile-00360,11434,220,1203,tenant-19,interactive,950,145,,,
profile-00361,11443,535,235,tenant-12,standard,2600,280,,,
profile-00362,11448,50,40,tenant-08,interactive,950,145,,,
profile-00363,11451,4357,347,tenant-13,batch,8000,900,profile-rag-05,,
profile-00364,11466,1100,85,tenant-01,standard,2600,280,profile-rag-17,,
profile-00365,11472,429,91,tenant-08,interactive,950,145,profile-chat-11,,
profile-00366,11481,4633,264,tenant-08,batch,8000,900,profile-rag-33,,
profile-00367,11492,348,606,tenant-04,interactive,950,145,profile-code-01,,
profile-00368,11532,290,232,tenant-03,standard,2600,280,,,
profile-00369,11551,723,364,tenant-03,standard,2600,280,,,
profile-00370,11561,715,71,tenant-06,standard,2600,280,profile-chat-11,,
profile-00371,11587,40,69,tenant-14,interactive,950,145,,,
profile-00372,11612,127,39,tenant-07,interactive,950,145,,,
profile-00373,11675,3782,182,tenant-20,batch,8000,900,profile-rag-12,,
profile-00374,11698,6361,110,tenant-14,interactive,950,145,profile-rag-03,,
profile-00375,11794,74,41,tenant-12,interactive,950,145,,,
profile-00376,11811,63,40,tenant-20,interactive,950,145,,,
profile-00377,11858,3041,80,tenant-05,batch,8000,900,profile-rag-03,,
profile-00378,11870,360,102,tenant-05,interactive,950,145,profile-chat-37,,
profile-00379,11979,91,28,tenant-08,interactive,950,145,,,
profile-00380,12054,61,25,tenant-17,interactive,950,145,,,
profile-00381,12069,94,41,tenant-20,interactive,950,145,profile-chat-07,,
profile-00382,12198,4500,110,tenant-20,batch,8000,900,profile-rag-02,,
profile-00383,12226,1100,81,tenant-18,standard,2600,280,profile-rag-14,21927,
profile-00384,12226,120,88,tenant-03,interactive,950,145,profile-chat-10,,
profile-00385,12254,408,85,tenant-07,interactive,950,145,profile-chat-28,,
profile-00386,12313,4500,249,tenant-12,standard,2600,280,profile-rag-08,,
profile-00387,12386,113,42,tenant-01,interactive,950,145,,,
profile-00388,12448,2887,142,tenant-04,batch,8000,900,,,
profile-00389,12519,694,548,tenant-08,interactive,950,145,,,
profile-00390,12536,360,111,tenant-12,interactive,950,145,profile-chat-41,,
profile-00391,12539,82,40,tenant-05,interactive,950,145,profile-chat-10,,
profile-00392,12588,1629,108,tenant-05,interactive,950,145,profile-rag-30,,
profile-00393,12601,537,610,tenant-01,interactive,950,145,,,
profile-00394,12666,220,785,tenant-20,interactive,950,145,,,
profile-00395,12721,82,76,tenant-14,interactive,950,145,,,
profile-00396,12723,2950,116,tenant-05,batch,8000,900,,,
profile-00397,12727,220,1070,tenant-04,standard,2600,280,profile-code-09,,
profile-00398,12811,121,49,tenant-16,interactive,950,145,,,
profile-00399,12919,2045,205,tenant-16,batch,8000,900,,,
profile-00400,13032,489,57,tenant-19,interactive,950,145,profile-chat-20,,
