request_id,arrival_time_ms,prompt_tokens,output_tokens,tenant_id,priority_class,ttft_slo_ms,itl_slo_ms,prefix_id,abandoned_at_ms,request_type
profile-00122,3623,106,181,tenant-14,interactive,950,145,profile-chat-19,,
profile-00123,3634,77,42,tenant-03,interactive,950,145,,,
profile-00124,3655,563,628,tenant-04,standard,2600,280,,,
profile-00125,3708,502,179,tenant-03,interactive,950,145,,,
profile-00126,3794,120,111,tenant-12,interactive,950,145,,,
profile-00127,3807,185,55,tenant-04,interactive,950,145,profile-chat-24,,
profile-00128,3808,220,208,tenant-02,standard,2600,280,,,
profile-00129,3838,866,169,tenant-08,interactive,950,145,profile-code-18,,
profile-00130,3908,338,186,tenant-10,interactive,950,145,profile-code-05,,
profile-00131,3917,435,1514,tenant-08,interactive,950,145,,,
profile-00132,3928,396,443,tenant-10,standard,2600,280,profile-code-10,,
profile-00133,3984,166,570,tenant-07,interactive,950,145,,,
profile-00134,3990,185,280,tenant-16,interactive,950,145,,,
profile-00135,4039,220,159,tenant-07,interactive,950,145,profile-code-14,,
profile-00136,4043,260,693,tenant-08,standard,2600,280,,,
profile-00137,4077,1662,86,tenant-13,standard,2600,280,profile-rag-21,,
profile-00138,4100,2238,97,tenant-14,standard,2600,280,profile-rag-13,,
profile-00139,4123,229,692,tenant-18,interactive,950,145,,,
profile-00140,4141,455,397,tenant-19,interactive,950,145,,,
profile-00141,4183,1897,145,tenant-19,interactive,950,145,profile-rag-26,,
profile-00142,4350,769,296,tenant-05,standard,2600,280,,,
profile-00143,4388,631,877,tenant-15,interactive,950,145,,,
profile-00144,4391,143,280,tenant-12,interactive,950,145,,,
profile-00145,4423,295,912,tenant-09,interactive,950,145,profile-code-17,,
profile-00146,4437,220,792,tenant-17,standard,2600,280,,,
profile-00147,4456,391,430,tenant-09,standard,2600,280,,,
profile-00148,4486,1484,600,tenant-18,interactive,950,145,,8257,
profile-00149,4489,644,224,tenant-03,interactive,950,145,,,
profile-00150,4682,1740,68,tenant-18,standard,2600,280,profile-rag-34,,
profile-00151,4709,6730,154,tenant-14,interactive,950,145,profile-rag-32,,
profile-00152,4719,364,140,tenant-01,interactive,950,145,,,
profile-00153,4732,721,867,tenant-05,standard,2600,280,,,
profile-00154,4747,650,600,tenant-18,interactive,950,145,,,
profile-00155,4750,1100,179,tenant-06,interactive,950,145,profile-rag-05,,
profile-00156,4794,339,330,tenant-04,interactive,950,145,profile-code-20,,
profile-00157,4827,80,27,tenant-20,interactive,950,145,,,
profile-00158,4869,101,72,tenant-02,interactive,950,145,,,
profile-00159,4881,286,185,tenant-08,standard,2600,280,,,
profile-00160,4898,2570,1884,tenant-03,interactive,950,145,,,
profile-00161,5012,73,13,tenant-08,interactive,950,145,,,
profile-00162,5103,133,38,tenant-05,interactive,950,145,,,
profile-00163,5117,1000,140,tenant-14,standard,2600,280,,,
profile-00164,5146,260,450,tenant-06,standard,2600,280,,,
profile-00165,5160,220,489,tenant-10,standard,2600,280,,,
profile-00166,5174,650,1722,tenant-14,standard,2600,280,profile-code-16,,
profile-00167,5178,220,581,tenant-19,interactive,950,145,profile-code-02,,
profile-00168,5181,1636,299,tenant-04,standard,2600,280,,,
profile-00169,5279,220,929,tenant-15,standard,2600,280,,,
profile-00170,5301,650,1650,tenant-08,standard,2600,280,,,
profile-00171,5359,220,140,tenant-01,interactive,950,145,,,
profile-00172,5359,266,157,tenant-14,standard,2600,280,,,
profile-00173,5386,111,34,tenant-18,interactive,950,145,,6790,
profile-00174,5405,269,313,tenant-12,interactive,950,145,profile-code-12,,
profile-00175,5408,290,402,tenant-17,standard,2600,280,,,
profile-00176,5444,1247,1326,tenant-19,interactive,950,145,,,
profile-00177,5465,640,712,tenant-12,standard,2600,280,profile-code-02,,
profile-00178,5490,519,724,tenant-12,interactive,950,145,,,
profile-00179,5496,410,311,tenant-03,interactive,950,145,,,
profile-00180,5504,220,704,tenant-18,interactive,950,145,,,
profile-00181,5597,226,112,tenant-20,interactive,950,145,profile-chat-39,,
profile-00182,5844,269,140,tenant-07,interactive,950,145,profile-code-16,,
profile-00183,5902,288,280,tenant-16,interactive,950,145,,,
profile-00184,5946,82,72,tenant-18,interactive,950,145,profile-chat-36,,
profile-00185,6000,248,215,tenant-01,standard,2600,280,,,
profile-00186,6018,172,453,tenant-15,interactive,950,145,,,
profile-00187,6036,761,1355,tenant-06,standard,2600,280,profile-code-01,,
profile-00188,6043,1022,674,tenant-13,interactive,950,145,,,
profile-00189,6062,486,496,tenant-20,standard,2600,280,,,
profile-00190,6067,990,1342,tenant-15,interactive,950,145,profile-code-12,,
profile-00191,6068,650,600,tenant-05,standard,2600,280,,,
profile-00192,6152,322,209,tenant-01,interactive,950,145,profile-code-07,,
profile-00193,6168,380,140,tenant-07,standard,2600,280,profile-code-23,,
profile-00194,6193,1099,855,tenant-04,standard,2600,280,profile-code-07,,
profile-00195,6222,220,694,tenant-01,standard,2600,280,,,
profile-00196,6249,217,57,tenant-02,interactive,950,145,,,
profile-00197,6292,100,317,tenant-17,interactive,950,145,,,
profile-00198,6305,1086,740,tenant-19,standard,2600,280,,,
profile-00199,6330,252,188,tenant-18,interactive,950,145,profile-code-04,,
profile-00200,6336,263,340,tenant-06,standard,2600,280,,,
profile-00201,6338,915,600,tenant-10,interactive,950,145,,,
profile-00202,6353,249,397,tenant-15,standard,2600,280,,,
profile-00203,6382,665,769,tenant-01,interactive,950,145,,,
profile-00204,6398,434,168,tenant-05,interactive,950,145,,,
profile-00205,6447,741,728,tenant-07,standard,2600,280,,17304,
profile-00206,6449,639,276,tenant-04,interactive,950,145,profile-code-08,,
profile-00207,6773,543,169,tenant-20,interactive,950,145,profile-code-00,,
profile-00208,6789,650,600,tenant-16,interactive,950,145,profile-code-08,,
profile-00209,6830,650,967,tenant-03,standard,2600,280,,,
profile-00210,6844,213,280,tenant-17,interactive,950,145,,,
profile-00211,6856,168,414,tenant-07,standard,2600,280,,,
profile-00212,6881,100,634,tenant-04,interactive,950,145,,,
profile-00213,6886,52,33,tenant-13,interactive,950,145,,,
profile-00214,6890,1425,1330,tenant-19,standard,2600,280,profile-code-14,,
profile-00215,6891,716,234,tenant-18,interactive,950,145,,,
profile-00216,6910,650,847,tenant-16,standard,2600,280,,,
profile-00217,6926,297,252,tenant-12,interactive,950,145,,,
profile-00218,6928,220,198,tenant-19,interactive,950,145,,,
profile-00219,6941,1142,57,tenant-18,interactive,950,145,profile-rag-07,,
profile-00220,6948,123,280,tenant-19,interactive,950,145,,,
profile-00221,6965,255,51,tenant-16,interactive,950,145,,,
profile-00222,6969,144,36,tenant-13,interactive,950,145,,,
profile-00223,6976,867,1730,tenant-15,standard,2600,280,,,
profile-00224,7026,220,678,tenant-01,standard,2600,280,,,
profile-00225,7066,220,140,tenant-01,standard,2600,280,,,
profile-00226,7070,394,252,tenant-11,standard,2600,280,,,
profile-00227,7079,1862,71,tenant-08,standard,2600,280,profile-rag-16,,
profile-00228,7090,220,583,tenant-06,interactive,950,145,,,
profile-00229,7104,650,600,tenant-11,interactive,950,145,,,
profile-00230,7115,220,229,tenant-17,interactive,950,145,profile-code-00,,
profile-00231,7134,1369,600,tenant-20,standard,2600,280,profile-code-23,,
profile-00232,7144,671,600,tenant-17,standard,2600,280,profile-code-02,,
profile-00233,7161,619,246,tenant-01,interactive,950,145,,,
profile-00234,7162,650,622,tenant-01,interactive,950,145,profile-code-22,,
profile-00235,7162,690,1161,tenant-12,interactive,950,145,,,
profile-00236,7163,220,232,tenant-12,interactive,950,145,,,
profile-00237,7182,650,600,tenant-08,interactive,950,145,,,
profile-00238,7196,118,533,tenant-14,standard,2600,280,,16425,
profile-00239,7201,302,717,tenant-11,standard,2600,280,,,
profile-00240,7218,1396,604,tenant-19,interactive,950,145,,,
profile-00241,7238,106,413,tenant-03,interactive,950,145,,,
profile-00242,7238,896,719,tenant-04,standard,2600,280,,,
profile-00243,7257,2116,600,tenant-18,standard,2600,280,,,
profile-00244,7309,144,603,tenant-14,interactive,950,145,,,
profile-00245,7319,471,302,tenant-19,interactive,950,145,profile-code-04,,
profile-00246,7319,558,850,tenant-17,standard,2600,280,,,
profile-00247,7321,220,209,tenant-15,interactive,950,145,,,
profile-00248,7323,347,548,tenant-12,interactive,950,145,,,
profile-00249,7335,184,92,tenant-10,interactive,950,145,,8924,
profile-00250,7339,113,39,tenant-07,interactive,950,145,,,
profile-00251,7347,124,53,tenant-05,interactive,950,145,,,
profile-00252,7407,1342,221,tenant-02,standard,2600,280,profile-rag-20,,
profile-00253,7416,650,600,tenant-06,standard,2600,280,,,
profile-00254,7418,205,296,tenant-02,interactive,950,145,,,
profile-00255,7434,650,1983,tenant-05,interactive,950,145,profile-code-00,,
profile-00256,7454,149,29,tenant-13,interactive,950,145,,,
profile-00257,7522,2109,143,tenant-17,standard,2600,280,profile-rag-06,,
profile-00258,7537,650,1117,tenant-17,interactive,950,145,profile-code-14,,
profile-00259,7560,822,2149,tenant-03,interactive,950,145,profile-code-06,,
profile-00260,7609,601,375,tenant-03,standard,2600,280,,,
profile-00261,7703,650,815,tenant-16,standard,2600,280,,,
profile-00262,7742,253,197,tenant-01,standard,2600,280,,,
profile-00263,7771,220,207,tenant-08,interactive,950,145,,,
profile-00264,7797,585,145,tenant-15,standard,2600,280,profile-code-07,14613,
profile-00265,7818,220,140,tenant-20,interactive,950,145,,,
profile-00266,7842,3234,61,tenant-03,standard,2600,280,profile-rag-25,,
profile-00267,7923,680,1191,tenant-06,standard,2600,280,profile-code-00,,
profile-00268,8035,650,600,tenant-05,standard,2600,280,profile-code-17,,
profile-00269,8036,735,395,tenant-03,interactive,950,145,profile-code-21,,
profile-00270,8040,227,305,tenant-07,interactive,950,145,,,
profile-00271,8075,309,234,tenant-15,interactive,950,145,,,
profile-00272,8103,734,1593,tenant-04,standard,2600,280,,,
profile-00273,8205,76,16,tenant-20,interactive,950,145,,,
profile-00274,8226,2077,68,tenant-12,standard,2600,280,profile-rag-08,12800,
profile-00275,8295,650,952,tenant-12,standard,2600,280,,,
profile-00276,8300,1443,669,tenant-15,standard,2600,280,,,
profile-00277,8302,644,140,tenant-20,standard,2600,280,,,
profile-00278,8318,383,140,tenant-11,standard,2600,280,,,
profile-00279,8375,220,185,tenant-20,interactive,950,145,,,
profile-00280,8395,1100,89,tenant-07,standard,2600,280,profile-rag-28,,
profile-00281,8426,281,464,tenant-20,interactive,950,145,,,
profile-00282,8439,1185,379,tenant-06,interactive,950,145,,,
profile-00283,8482,56,44,tenant-15,interactive,950,145,,,
profile-00284,8522,1157,600,tenant-20,standard,2600,280,,19453,
profile-00285,8538,223,842,tenant-04,interactive,950,145,,,
profile-00286,8546,987,946,tenant-17,standard,2600,280,,,
profile-00287,8581,514,613,tenant-13,interactive,950,145,,11087,
profile-00288,8619,220,302,tenant-18,standard,2600,280,profile-code-19,24152,
profile-00289,8644,220,140,tenant-10,interactive,950,145,,,
profile-00290,8663,87,43,tenant-20,interactive,950,145,,,
profile-00291,8688,428,140,tenant-15,standard,2600,280,,,
profile-00292,8709,700,600,tenant-19,standard,2600,280,,,
profile-00293,8718,360,205,tenant-01,interactive,950,145,profile-code-01,,
profile-00294,8738,356,417,tenant-13,interactive,950,145,,,
profile-00295,8809,650,800,tenant-06,standard,2600,280,,,
profile-00296,8810,292,450,tenant-09,standard,2600,280,profile-code-09,,
profile-00297,8816,242,312,tenant-09,standard,2600,280,,,
profile-00298,8833,485,526,tenant-11,standard,2600,280,,,
profile-00299,8954,1681,55,tenant-02,standard,2600,280,profile-rag-10,,
profile-00300,8977,3697,135,tenant-01,standard,2600,280,profile-rag-25,,
profile-00301,9005,331,187,tenant-16,standard,2600,280,,,
profile-00302,9015,2931,75,tenant-01,standard,2600,280,profile-rag-08,,
profile-00303,9051,100,341,tenant-03,interactive,950,145,,,
profile-00304,9146,148,531,tenant-11,interactive,950,145,,,
profile-00305,9146,63,49,tenant-20,interactive,950,145,,,
profile-00306,9149,858,1391,tenant-10,interactive,950,145,,,
profile-00307,9211,111,105,tenant-01,interactive,950,145,,11662,
profile-00308,9245,201,102,tenant-09,interactive,950,145,,,
profile-00309,9328,295,142,tenant-03,interactive,950,145,,,
profile-00310,9353,295,1212,tenant-10,interactive,950,145,,,
profile-00311,9376,76,64,tenant-16,interactive,950,145,,,
profile-00312,9379,458,276,tenant-18,interactive,950,145,profile-code-04,,
profile-00313,9380,805,1101,tenant-19,standard,2600,280,,,
profile-00314,9400,2298,87,tenant-08,interactive,950,145,profile-rag-01,,
profile-00315,9405,810,600,tenant-04,interactive,950,145,,,
profile-00316,9408,220,191,tenant-07,standard,2600,280,profile-code-02,,
profile-00317,9435,1738,270,tenant-20,standard,2600,280,profile-code-02,,
profile-00318,9591,282,197,tenant-05,interactive,950,145,profile-code-14,,
profile-00319,9610,650,1180,tenant-17,standard,2600,280,,20620,
profile-00320,9722,999,397,tenant-03,interactive,950,145,,,
profile-00321,9733,220,296,tenant-06,standard,2600,280,,,
profile-00322,9818,236,681,tenant-09,interactive,950,145,,,
profile-00323,9839,220,323,tenant-17,standard,2600,280,,,
profile-00324,9840,650,699,tenant-01,standard,2600,280,profile-code-04,,
profile-00325,9860,220,468,tenant-18,standard,2600,280,profile-code-20,,
profile-00326,10069,293,236,tenant-19,interactive,950,145,,,
profile-00327,10091,1325,82,tenant-01,standard,2600,280,profile-rag-14,,
profile-00328,10094,820,600,tenant-08,interactive,950,145,profile-code-06,,
profile-00329,10096,699,642,tenant-12,interactive,950,145,,,
profile-00330,10099,152,517,tenant-16,standard,2600,280,,,
profile-00331,10103,802,600,tenant-04,interactive,950,145,,,
profile-00332,10138,378,456,tenant-05,interactive,950,145,,,
profile-00333,10164,220,414,tenant-03,interactive,950,145,,,
profile-00334,10188,483,390,tenant-05,standard,2600,280,,,
profile-00335,10228,840,600,tenant-20,interactive,950,145,,,
profile-00336,10240,928,735,tenant-10,standard,2600,280,profile-code-07,,
profile-00337,10303,102,560,tenant-13,interactive,950,145,,,
profile-00338,10303,220,851,tenant-03,standard,2600,280,profile-code-16,,
profile-00339,10304,1556,102,tenant-02,standard,2600,280,profile-rag-02,,
profile-00340,10335,147,79,tenant-14,interactive,950,145,,,
profile-00341,10376,457,382,tenant-03,interactive,950,145,,,
profile-00342,10389,449,217,tenant-03,interactive,950,145,,,
profile-00343,10427,398,533,tenant-08,interactive,950,145,,,
profile-00344,10449,100,410,tenant-05,interactive,950,145,,,
profile-00345,10463,100,698,tenant-08,interactive,950,145,,,
profile-00346,10519,310,249,tenant-08,standard,2600,280,profile-code-04,,
profile-00347,10587,220,140,tenant-05,interactive,950,145,,,
profile-00348,10597,216,280,tenant-15,standard,2600,280,,,
profile-00349,10646,151,1084,tenant-06,interactive,950,145,,14046,
profile-00350,10666,400,424,tenant-13,standard,2600,280,,,
profile-00351,10789,123,606,tenant-01,standard,2600,280,,,
profile-00352,10791,220,180,tenant-20,interactive,950,145,,,
profile-00353,10794,126,40,tenant-18,interactive,950,145,,,
profile-00354,10847,220,162,tenant-03,standard,2600,280,,,
profile-00355,10857,2759,87,tenant-06,standard,2600,280,profile-rag-11,,
profile-00356,10882,402,855,tenant-01,interactive,950,145,profile-code-22,,
profile-00357,10914,515,516,tenant-16,standard,2600,280,,,
profile-00358,10943,544,246,tenant-19,standard,2600,280,,,
profile-00359,11046,260,140,tenant-16,interactive,950,145,,,
profile-00360,11068,1258,67,tenant-10,interactive,950,145,profile-rag-11,,
profile-00361,11080,547,400,tenant-03,standard,2600,280,,,
profile-00362,11091,519,337,tenant-14,standard,2600,280,profile-code-14,,
profile-00363,11094,150,44,tenant-20,interactive,950,145,,14966,
profile-00364,11135,220,702,tenant-19,interactive,950,145,,,
profile-00365,11186,1623,88,tenant-15,standard,2600,280,profile-rag-33,15929,
profile-00366,11213,1077,181,tenant-13,interactive,950,145,profile-code-04,,
profile-00367,11287,639,439,tenant-05,standard,2600,280,profile-code-16,,
profile-00368,11339,484,697,tenant-15,interactive,950,145,profile-code-17,,
profile-00369,11400,675,1113,tenant-03,interactive,950,145,,,
profile-00370,11425,115,25,tenant-13,interactive,950,145,,,
profile-00371,11428,941,600,tenant-14,standard,2600,280,,,
profile-00372,11577,258,837,tenant-07,interactive,950,145,,,
profile-00373,11581,1406,95,tenant-04,interactive,950,145,profile-rag-28,,
profile-00374,11626,220,443,tenant-12,interactive,950,145,,,
profile-00375,11640,682,600,tenant-02,standard,2600,280,,,
profile-00376,11654,650,1561,tenant-01,standard,2600,280,profile-code-16,,
profile-00377,11718,650,1501,tenant-20,interactive,950,145,,,
profile-00378,11773,634,621,tenant-14,interactive,950,145,,,
profile-00379,11775,103,33,tenant-05,interactive,950,145,,,
profile-00380,11779,650,2004,tenant-04,standard,2600,280,profile-code-09,,
profile-00381,11863,220,246,tenant-08,interactive,950,145,,,
profile-00382,11914,262,544,tenant-11,standard,2600,280,,,
profile-00383,11940,801,305,tenant-07,standard,2600,280,profile-code-10,,
profile-00384,11950,647,166,tenant-16,interactive,950,145,,,
profile-00385,11959,1688,95,tenant-11,standard,2600,280,profile-rag-35,18096,
profile-00386,11970,1983,1005,tenant-05,standard,2600,280,profile-code-15,,
profile-00387,11982,220,186,tenant-02,standard,2600,280,profile-code-03,,
profile-00388,12000,727,710,tenant-14,standard,2600,280,,,
profile-00389,12093,300,257,tenant-02,interactive,950,145,profile-code-18,,
profile-00390,12103,220,415,tenant-12,standard,2600,280,,,
profile-00391,12147,1283,91,tenant-12,interactive,950,145,profile-rag-21,,
profile-00392,12159,333,996,tenant-11,standard,2600,280,,,
profile-00393,12181,2262,164,tenant-18,standard,2600,280,profile-rag-31,,
profile-00394,12215,363,320,tenant-06,interactive,950,145,,,
profile-00395,12237,220,201,tenant-01,standard,2600,280,profile-code-06,,
profile-00396,12272,82,72,tenant-18,interactive,950,145,,,
profile-00397,12285,650,751,tenant-11,standard,2600,280,,,
profile-00398,12381,436,163,tenant-08,standard,2600,280,,,
profile-00399,12409,1825,121,tenant-14,interactive,950,145,profile-rag-34,,
profile-00400,12509,650,1089,tenant-02,standard,2600,280,,,
profile-00401,12632,100,500,tenant-04,interactive,950,145,,,
profile-00402,12634,236,28,tenant-02,interactive,950,145,,,
profile-00403,12665,2933,80,tenant-16,standard,2600,280,profile-rag-30,,
profile-00404,12678,315,1224,tenant-19,standard,2600,280,,,
profile-00405,12727,1100,843,tenant-12,interactive,950,145,profile-code-09,,
profile-00406,12754,124,26,tenant-15,interactive,950,145,,,
profile-00407,12771,272,442,tenant-04,standard,2600,280,,,
profile-00408,12803,384,321,tenant-05,standard,2600,280,,,
profile-00409,12833,220,213,tenant-16,interactive,950,145,,,
profile-00410,12843,220,140,tenant-03,standard,2600,280,,,
profile-00411,12926,312,164,tenant-16,standard,2600,280,,,
profile-00412,12941,1559,183,tenant-20,interactive,950,145,profile-rag-33,,
profile-00413,12949,311,483,tenant-06,interactive,950,145,,,
profile-00414,13034,722,311,tenant-19,standard,2600,280,,,
profile-00415,13058,108,34,tenant-04,interactive,950,145,,,
profile-00416,13076,2916,179,tenant-11,standard,2600,280,profile-rag-25,,
profile-00417,13127,1348,118,tenant-19,standard,2600,280,profile-rag-31,,
profile-00418,13139,1753,2347,tenant-11,interactive,950,145,,,
profile-00419,13156,80,20,tenant-14,interactive,950,145,,,
profile-00420,13170,200,597,tenant-03,interactive,950,145,,,
profile-00421,13174,223,1456,tenant-01,interactive,950,145,profile-code-02,,
profile-00422,13181,556,188,tenant-06,standard,2600,280,,,
profile-00423,13188,2703,125,tenant-15,interactive,950,145,profile-rag-17,,
profile-00424,13191,893,752,tenant-16,standard,2600,280,profile-code-13,,
profile-00425,13240,107,45,tenant-12,interactive,950,145,,,
profile-00426,13248,306,204,tenant-06,standard,2600,280,,,
