request_id,arrival_time_ms,prompt_tokens,output_tokens,tenant_id,priority_class,ttft_slo_ms,itl_slo_ms,prefix_id,abandoned_at_ms,request_type
burstgpt-000062,105980,200,95,model-chatgpt,interactive,950,145,,,
burstgpt-000063,106310,1282,188,model-chatgpt,interactive,950,145,,,
burstgpt-000064,106640,1762,418,model-chatgpt,interactive,950,145,,,
burstgpt-000065,107350,1625,268,model-chatgpt,interactive,950,145,,,
burstgpt-000066,107550,25,326,model-chatgpt,interactive,950,145,,,
burstgpt-000067,107550,1639,188,model-chatgpt,interactive,950,145,,,
burstgpt-000068,108070,42,197,model-chatgpt,interactive,950,145,,,
burstgpt-000069,108200,1637,231,model-chatgpt,interactive,950,145,,,
burstgpt-000070,109440,1701,381,model-chatgpt,interactive,950,145,,,
burstgpt-000071,109900,383,319,model-chatgpt,interactive,950,145,,,
burstgpt-000072,110910,266,246,model-chatgpt,interactive,950,145,,,
burstgpt-000073,114060,1450,497,model-chatgpt,interactive,950,145,,,
burstgpt-000074,115120,1631,422,model-chatgpt,interactive,950,145,,,
burstgpt-000075,115340,540,285,model-chatgpt,interactive,950,145,,,
burstgpt-000076,116370,1797,577,model-chatgpt,interactive,950,145,,,
burstgpt-000077,118120,20,310,model-chatgpt,interactive,950,145,,,
burstgpt-000078,118480,352,298,model-chatgpt,interactive,950,145,,,
burstgpt-000079,125550,726,334,model-chatgpt,interactive,950,145,,,
burstgpt-000080,146130,870,269,model-chatgpt,interactive,950,145,,,
burstgpt-000081,190150,66,342,model-chatgpt,interactive,950,145,,,
burstgpt-000082,191030,478,296,model-chatgpt,interactive,950,145,,,
burstgpt-000083,194940,837,292,model-chatgpt,interactive,950,145,,,
burstgpt-000084,195960,1152,237,model-chatgpt,interactive,950,145,,,
burstgpt-000085,202830,42,17,model-chatgpt,interactive,950,145,,,
burstgpt-000086,269340,29,69,model-chatgpt,interactive,950,145,,,
burstgpt-000087,270320,136,74,model-chatgpt,interactive,950,145,,,
burstgpt-000088,271570,229,69,model-chatgpt,interactive,950,145,,,
burstgpt-000089,273020,326,66,model-chatgpt,interactive,950,145,,,
burstgpt-000090,278890,408,322,model-chatgpt,interactive,950,145,,,
burstgpt-000091,279430,667,79,model-chatgpt,interactive,950,145,,,
burstgpt-000092,283840,657,192,model-chatgpt,interactive,950,145,,,
burstgpt-000093,284310,788,292,model-chatgpt,interactive,950,145,,,
burstgpt-000094,285660,1035,227,model-chatgpt,interactive,950,145,,,
burstgpt-000095,287600,930,83,model-gpt-4,standard,2600,280,,,
burstgpt-000096,288240,929,80,model-gpt-4,standard,2600,280,,,
burstgpt-000097,294450,36,14,model-chatgpt,interactive,950,145,,,
burstgpt-000098,295440,103,23,model-chatgpt,interactive,950,145,,,
burstgpt-000099,295630,209,242,model-chatgpt,interactive,950,145,,,
burstgpt-000100,296430,505,166,model-chatgpt,interactive,950,145,,,
burstgpt-000101,298170,166,34,model-chatgpt,interactive,950,145,,,
burstgpt-000102,298270,19,326,model-chatgpt,interactive,950,145,,,
burstgpt-000103,298430,239,30,model-chatgpt,interactive,950,145,,,
burstgpt-000104,298650,357,559,model-chatgpt,interactive,950,145,,,
burstgpt-000105,299020,320,28,model-chatgpt,interactive,950,145,,,
burstgpt-000106,299820,333,35,model-chatgpt,interactive,950,145,,,
burstgpt-000107,299870,342,11,model-chatgpt,interactive,950,145,,,
burstgpt-000108,300190,353,62,model-chatgpt,interactive,950,145,,,
burstgpt-000109,300910,26,205,model-chatgpt,interactive,950,145,,,
burstgpt-000110,303190,950,67,model-chatgpt,interactive,950,145,,,
burstgpt-000111,303370,249,229,model-chatgpt,interactive,950,145,,,
burstgpt-000112,303430,926,73,model-chatgpt,interactive,950,145,,,
burstgpt-000113,303630,495,270,model-chatgpt,interactive,950,145,,,
burstgpt-000114,303660,807,73,model-chatgpt,interactive,950,145,,,
burstgpt-000115,303880,587,96,model-chatgpt,interactive,950,145,,,
burstgpt-000116,304170,1539,82,model-chatgpt,interactive,950,145,,,
burstgpt-000117,304190,428,194,model-chatgpt,interactive,950,145,,,
burstgpt-000118,304710,434,1018,model-chatgpt,interactive,950,145,,,
burstgpt-000119,305230,561,79,model-chatgpt,interactive,950,145,,,
burstgpt-000120,305960,565,90,model-chatgpt,interactive,950,145,,,
burstgpt-000121,306070,31,144,model-chatgpt,interactive,950,145,,,
burstgpt-000122,306440,21,16,model-chatgpt,interactive,950,145,,,
burstgpt-000123,306490,578,300,model-chatgpt,interactive,950,145,,,
burstgpt-000124,306720,68,232,model-chatgpt,interactive,950,145,,,
burstgpt-000125,307900,14,423,model-chatgpt,interactive,950,145,,,
burstgpt-000126,308470,839,465,model-chatgpt,interactive,950,145,,,
burstgpt-000127,308730,447,381,model-chatgpt,interactive,950,145,,,
burstgpt-000128,308940,838,436,model-chatgpt,interactive,950,145,,,
burstgpt-000129,311580,1107,288,model-chatgpt,interactive,950,145,,,
burstgpt-000130,312390,1306,245,model-chatgpt,interactive,950,145,,,
burstgpt-000131,312880,1458,366,model-chatgpt,interactive,950,145,,,
burstgpt-000132,313850,1524,427,model-chatgpt,interactive,950,145,,,
burstgpt-000133,314530,1435,462,model-chatgpt,interactive,950,145,,,
burstgpt-000134,317850,1618,161,model-chatgpt,interactive,950,145,,,
burstgpt-000135,318050,1536,208,model-chatgpt,interactive,950,145,,,
burstgpt-000136,318210,1385,150,model-chatgpt,interactive,950,145,,,
burstgpt-000137,318360,1113,197,model-chatgpt,interactive,950,145,,,
burstgpt-000138,319010,109,1413,model-chatgpt,interactive,950,145,,,
burstgpt-000139,319800,45,972,model-chatgpt,interactive,950,145,,,
burstgpt-000140,319890,36,307,model-chatgpt,interactive,950,145,,,
burstgpt-000141,319990,380,210,model-gpt-4,interactive,950,145,,,
burstgpt-000142,320290,28,62,model-chatgpt,interactive,950,145,,,
burstgpt-000143,321140,42,954,model-chatgpt,interactive,950,145,,,
burstgpt-000144,321800,246,130,model-chatgpt,interactive,950,145,,,
burstgpt-000145,322420,395,787,model-chatgpt,interactive,950,145,,,
burstgpt-000146,323060,1254,312,model-chatgpt,interactive,950,145,,,
burstgpt-000147,323820,840,246,model-chatgpt,interactive,950,145,,,
burstgpt-000148,324830,1169,845,model-chatgpt,interactive,950,145,,,
burstgpt-000149,325560,1304,343,model-chatgpt,interactive,950,145,,,
burstgpt-000150,325770,19,56,model-chatgpt,interactive,950,145,,,
burstgpt-000151,325940,92,252,model-chatgpt,interactive,950,145,,,
burstgpt-000152,325960,69,381,model-chatgpt,interactive,950,145,,,
burstgpt-000153,326200,10,318,model-chatgpt,interactive,950,145,,,
burstgpt-000154,326510,531,40,model-chatgpt,interactive,950,145,,,
burstgpt-000155,326580,23,426,model-chatgpt,interactive,950,145,,,
burstgpt-000156,326690,49,11,model-chatgpt,interactive,950,145,,,
burstgpt-000157,326730,40,541,model-chatgpt,interactive,950,145,,,
burstgpt-000158,326750,99,470,model-gpt-4,interactive,950,145,,,
burstgpt-000159,326930,134,55,model-chatgpt,interactive,950,145,,,
burstgpt-000160,328150,42,1362,model-chatgpt,interactive,950,145,,,
burstgpt-000161,329100,1877,455,model-chatgpt,interactive,950,145,,,
burstgpt-000162,329410,12,391,model-chatgpt,interactive,950,145,,,
burstgpt-000163,330120,302,119,model-chatgpt,interactive,950,145,,,
burstgpt-000164,330300,447,639,model-chatgpt,interactive,950,145,,,
burstgpt-000165,330370,10,3,model-chatgpt,interactive,950,145,,,
burstgpt-000166,330630,26,67,model-chatgpt,interactive,950,145,,,
burstgpt-000167,330670,103,16,model-chatgpt,interactive,950,145,,,
burstgpt-000168,331060,1737,300,model-chatgpt,interactive,950,145,,,
burstgpt-000169,332010,22,416,model-chatgpt,interactive,950,145,,,
burstgpt-000170,333070,111,1158,model-chatgpt,interactive,950,145,,,
burstgpt-000171,333080,100,104,model-chatgpt,interactive,950,145,,,
burstgpt-000172,333190,1416,586,model-chatgpt,interactive,950,145,,,
burstgpt-000173,333660,39,1238,model-chatgpt,interactive,950,145,,,
burstgpt-000174,334020,22,287,model-chatgpt,interactive,950,145,,,
burstgpt-000175,334060,13,4,model-chatgpt,interactive,950,145,,,
burstgpt-000176,334080,405,256,model-chatgpt,interactive,950,145,,,
burstgpt-000177,334320,38,19,model-chatgpt,interactive,950,145,,,
burstgpt-000178,334490,708,44,model-chatgpt,interactive,950,145,,,
burstgpt-000179,334760,963,109,model-chatgpt,interactive,950,145,,,
burstgpt-000180,335040,1276,266,model-chatgpt,interactive,950,145,,,
burstgpt-000181,335050,1065,524,model-chatgpt,interactive,950,145,,,
burstgpt-000182,335220,271,54,model-chatgpt,interactive,950,145,,,
burstgpt-000183,335760,1314,1903,model-chatgpt,interactive,950,145,,,
burstgpt-000184,335970,337,356,model-chatgpt,interactive,950,145,,,
burstgpt-000185,336270,123,261,model-chatgpt,interactive,950,145,,,
burstgpt-000186,336270,387,58,model-chatgpt,interactive,950,145,,,
burstgpt-000187,336320,102,36,model-chatgpt,interactive,950,145,,,
burstgpt-000188,336910,854,350,model-chatgpt,interactive,950,145,,,
burstgpt-000189,337420,522,65,model-chatgpt,interactive,950,145,,,
burstgpt-000190,337790,916,484,model-chatgpt,interactive,950,145,,,
burstgpt-000191,338050,603,6,model-chatgpt,interactive,950,145,,,
burstgpt-000192,338450,628,495,model-chatgpt,interactive,950,145,,,
burstgpt-000193,338610,31,26,model-chatgpt,interactive,950,145,,,
burstgpt-000194,340100,16,421,model-chatgpt,interactive,950,145,,,
burstgpt-000195,340110,1640,664,model-chatgpt,interactive,950,145,,,
burstgpt-000196,340300,1232,438,model-chatgpt,interactive,950,145,,,
burstgpt-000197,340450,489,92,model-chatgpt,interactive,950,145,,,
burstgpt-000198,340630,40,1092,model-chatgpt,interactive,950,145,,,
burstgpt-000199,340640,461,496,model-chatgpt,interactive,950,145,,,
burstgpt-000200,340710,362,155,model-chatgpt,interactive,950,145,,,
burstgpt-000201,340820,149,3,model-chatgpt,interactive,950,145,,,
burstgpt-000202,340950,1540,35,model-chatgpt,interactive,950,145,,,
burstgpt-000203,340970,974,513,model-gpt-4,interactive,950,145,,,
burstgpt-000204,341000,541,201,model-chatgpt,interactive,950,145,,,
burstgpt-000205,341120,954,51,model-chatgpt,interactive,950,145,,,
burstgpt-000206,341210,930,92,model-chatgpt,interactive,950,145,,,
burstgpt-000207,341240,34,15,model-chatgpt,interactive,950,145,,,
burstgpt-000208,341340,1169,2019,model-chatgpt,interactive,950,145,,,
burstgpt-000209,341410,1512,368,model-gpt-4,interactive,950,145,,,
burstgpt-000210,341680,1994,570,model-chatgpt,interactive,950,145,,,
burstgpt-000211,341680,489,338,model-chatgpt,interactive,950,145,,,
burstgpt-000212,341880,72,19,model-chatgpt,interactive,950,145,,,
burstgpt-000213,342410,1692,401,model-chatgpt,interactive,950,145,,,
burstgpt-000214,342520,849,5,model-chatgpt,interactive,950,145,,,
burstgpt-000215,342660,490,27,model-chatgpt,interactive,950,145,,,
burstgpt-000216,342680,205,144,model-chatgpt,interactive,950,145,,,
burstgpt-000217,342730,1390,260,model-chatgpt,interactive,950,145,,,
burstgpt-000218,342860,547,302,model-chatgpt,interactive,950,145,,,
burstgpt-000219,342890,32,262,model-gpt-4,interactive,950,145,,,
burstgpt-000220,343150,1021,335,model-chatgpt,interactive,950,145,,,
burstgpt-000221,343180,122,376,model-chatgpt,interactive,950,145,,,
burstgpt-000222,343420,1844,233,model-chatgpt,interactive,950,145,,,
burstgpt-000223,343470,98,33,model-chatgpt,interactive,950,145,,,
burstgpt-000224,343790,436,31,model-chatgpt,interactive,950,145,,,
burstgpt-000225,344000,30,294,model-chatgpt,interactive,950,145,,,
burstgpt-000226,344150,55,34,model-chatgpt,interactive,950,145,,,
burstgpt-000227,344390,16,199,model-chatgpt,interactive,950,145,,,
burstgpt-000228,345200,704,331,model-chatgpt,interactive,950,145,,,
burstgpt-000229,345290,71,731,model-chatgpt,interactive,950,145,,,
burstgpt-000230,345370,47,32,model-chatgpt,interactive,950,145,,,
burstgpt-000231,345550,1298,630,model-chatgpt,interactive,950,145,,,
burstgpt-000232,345960,15,115,model-gpt-4,interactive,950,145,,,
burstgpt-000233,346100,145,314,model-gpt-4,interactive,950,145,,,
burstgpt-000234,346750,477,297,model-gpt-4,interactive,950,145,,,
burstgpt-000235,347410,189,253,model-gpt-4,interactive,950,145,,,
burstgpt-000236,347530,418,95,model-chatgpt,interactive,950,145,,,
burstgpt-000237,347650,585,26,model-gpt-4,interactive,950,145,,,
burstgpt-000238,347970,757,211,model-gpt-4,interactive,950,145,,,
burstgpt-000239,348130,705,299,model-chatgpt,interactive,950,145,,,
burstgpt-000240,348190,203,200,model-gpt-4,interactive,950,145,,,
burstgpt-000241,348270,17,114,model-chatgpt,interactive,950,145,,,
burstgpt-000242,348630,22,29,model-chatgpt,interactive,950,145,,,
burstgpt-000243,348710,210,416,model-chatgpt,interactive,950,145,,,
burstgpt-000244,348850,978,197,model-gpt-4,interactive,950,145,,,
burstgpt-000245,348910,188,181,model-gpt-4,interactive,950,145,,,
burstgpt-000246,349060,226,362,model-gpt-4,interactive,950,145,,,
burstgpt-000247,349140,16,18,model-chatgpt,interactive,950,145,,,
burstgpt-000248,349230,45,14,model-chatgpt,interactive,950,145,,,
burstgpt-000249,349380,163,19,model-gpt-4,interactive,950,145,,,
burstgpt-000250,349810,1258,384,model-chatgpt,interactive,950,145,,,
burstgpt-000251,349830,1956,353,model-chatgpt,interactive,950,145,,,
burstgpt-000252,349900,389,221,model-gpt-4,interactive,950,145,,,
burstgpt-000253,350110,1046,395,model-chatgpt,interactive,950,145,,,
burstgpt-000254,350510,867,30,model-chatgpt,interactive,950,145,,,
burstgpt-000255,350820,145,618,model-chatgpt,interactive,950,145,,,
burstgpt-000256,350910,603,339,model-gpt-4,interactive,950,145,,,
burstgpt-000257,351270,19,380,model-gpt-4,interactive,950,145,,,
burstgpt-000258,351290,870,80,model-chatgpt,interactive,950,145,,,
burstgpt-000259,351330,72,13,model-chatgpt,interactive,950,145,,,
burstgpt-000260,351370,963,90,model-chatgpt,interactive,950,145,,,
burstgpt-000261,351440,33,82,model-gpt-4,interactive,950,145,,,
burstgpt-000262,351510,342,231,model-gpt-4,interactive,950,145,,,
burstgpt-000263,351560,161,22,model-gpt-4,interactive,950,145,,,
burstgpt-000264,351630,419,385,model-gpt-4,interactive,950,145,,,
burstgpt-000265,351730,244,149,model-chatgpt,interactive,950,145,,,
burstgpt-000266,351790,66,36,model-chatgpt,interactive,950,145,,,
burstgpt-000267,352150,162,14,model-chatgpt,interactive,950,145,,,
burstgpt-000268,352220,210,17,model-gpt-4,interactive,950,145,,,
burstgpt-000269,352300,862,214,model-chatgpt,interactive,950,145,,,
burstgpt-000270,352390,263,17,model-chatgpt,interactive,950,145,,,
burstgpt-000271,352410,168,35,model-chatgpt,interactive,950,145,,,
burstgpt-000272,352530,1122,59,model-chatgpt,interactive,950,145,,,
burstgpt-000273,352550,1036,13,model-chatgpt,interactive,950,145,,,
burstgpt-000274,352610,353,15,model-chatgpt,interactive,950,145,,,
burstgpt-000275,352880,354,342,model-chatgpt,interactive,950,145,,,
burstgpt-000276,353140,302,887,model-chatgpt,interactive,950,145,,,
burstgpt-000277,353640,723,541,model-chatgpt,interactive,950,145,,,
burstgpt-000278,353650,1202,157,model-chatgpt,interactive,950,145,,,
burstgpt-000279,353690,466,60,model-gpt-4,interactive,950,145,,,
burstgpt-000280,353980,217,241,model-chatgpt,interactive,950,145,,,
burstgpt-000281,354050,25,57,model-chatgpt,interactive,950,145,,,
burstgpt-000282,354100,1360,702,model-chatgpt,interactive,950,145,,,
burstgpt-000283,354210,70,82,model-chatgpt,interactive,950,145,,,
burstgpt-000284,354240,10,111,model-chatgpt,interactive,950,145,,,
burstgpt-000285,354480,140,98,model-chatgpt,interactive,950,145,,,
burstgpt-000286,354540,20,556,model-chatgpt,interactive,950,145,,,
burstgpt-000287,355150,590,93,model-chatgpt,interactive,950,145,,,
burstgpt-000288,355360,308,151,model-chatgpt,interactive,950,145,,,
burstgpt-000289,355710,58,26,model-gpt-4,interactive,950,145,,,
burstgpt-000290,356060,35,12,model-chatgpt,interactive,950,145,,,
burstgpt-000291,356420,74,19,model-chatgpt,interactive,950,145,,,
burstgpt-000292,357410,15,38,model-chatgpt,interactive,950,145,,,
burstgpt-000293,357710,396,333,model-chatgpt,interactive,950,145,,,
burstgpt-000294,357830,247,506,model-chatgpt,interactive,950,145,,,
burstgpt-000295,357910,757,356,model-chatgpt,interactive,950,145,,,
burstgpt-000296,358110,45,32,model-gpt-4,interactive,950,145,,,
burstgpt-000297,358320,273,25,model-gpt-4,interactive,950,145,,,
burstgpt-000298,358560,274,442,model-chatgpt,interactive,950,145,,,
burstgpt-000299,358710,1130,812,model-chatgpt,interactive,950,145,,,
burstgpt-000300,358890,820,26,model-gpt-4,interactive,950,145,,,
burstgpt-000301,358930,788,188,model-gpt-4,interactive,950,145,,,
burstgpt-000302,359160,18,412,model-chatgpt,interactive,950,145,,,
burstgpt-000303,359490,179,329,model-chatgpt,interactive,950,145,,,
burstgpt-000304,359700,19,38,model-chatgpt,interactive,950,145,,,
burstgpt-000305,360160,23,27,model-chatgpt,interactive,950,145,,,
burstgpt-000306,360200,1286,16,model-chatgpt,interactive,950,145,,,
burstgpt-000307,360380,535,297,model-chatgpt,interactive,950,145,,,
burstgpt-000308,360500,17,7,model-chatgpt,interactive,950,145,,,
burstgpt-000309,360640,36,24,model-chatgpt,interactive,950,145,,,
burstgpt-000310,360690,992,15,model-chatgpt,interactive,950,145,,,
burstgpt-000311,360920,695,16,model-gpt-4,interactive,950,145,,,
burstgpt-000312,361090,36,238,model-chatgpt,interactive,950,145,,,
burstgpt-000313,361110,146,299,model-gpt-4,interactive,950,145,,,
burstgpt-000314,361160,149,256,model-gpt-4,interactive,950,145,,,
burstgpt-000315,361600,73,273,model-chatgpt,interactive,950,145,,,
burstgpt-000316,361680,985,74,model-gpt-4,interactive,950,145,,,
burstgpt-000317,361900,18,457,model-chatgpt,interactive,950,145,,,
burstgpt-000318,362410,1958,737,model-gpt-4,interactive,950,145,,,
burstgpt-000319,362770,36,505,model-gpt-4,interactive,950,145,,,
burstgpt-000320,362810,66,17,model-chatgpt,interactive,950,145,,,
burstgpt-000321,363030,88,300,model-chatgpt,interactive,950,145,,,
burstgpt-000322,363040,203,285,model-chatgpt,interactive,950,145,,,
burstgpt-000323,363380,232,514,model-chatgpt,interactive,950,145,,,
burstgpt-000324,363470,74,404,model-gpt-4,interactive,950,145,,,
burstgpt-000325,363570,537,249,model-chatgpt,interactive,950,145,,,
burstgpt-000326,363800,567,416,model-gpt-4,interactive,950,145,,,
burstgpt-000327,364300,14,203,model-chatgpt,interactive,950,145,,,
burstgpt-000328,364420,995,454,model-gpt-4,interactive,950,145,,,
burstgpt-000329,364660,836,701,model-chatgpt,interactive,950,145,,,
burstgpt-000330,364740,81,999,model-chatgpt,interactive,950,145,,,
burstgpt-000331,365110,477,163,model-chatgpt,interactive,950,145,,,
burstgpt-000332,365860,1098,721,model-chatgpt,interactive,950,145,,,
burstgpt-000333,366020,29,2,model-gpt-4,interactive,950,145,,,
burstgpt-000334,366120,24,14,model-chatgpt,interactive,950,145,,,
burstgpt-000335,366210,1475,485,model-gpt-4,interactive,950,145,,,
burstgpt-000336,366330,1025,405,model-gpt-4,interactive,950,145,,,
burstgpt-000337,366410,391,25,model-gpt-4,interactive,950,145,,,
burstgpt-000338,366420,48,11,model-chatgpt,interactive,950,145,,,
burstgpt-000339,366550,69,14,model-chatgpt,interactive,950,145,,,
burstgpt-000340,366600,36,370,model-chatgpt,interactive,950,145,,,
burstgpt-000341,366680,347,147,model-gpt-4,interactive,950,145,,,
burstgpt-000342,366950,1847,1362,model-chatgpt,interactive,950,145,,,
burstgpt-000343,366960,510,599,model-gpt-4,interactive,950,145,,,
burstgpt-000344,367110,20,606,model-chatgpt,interactive,950,145,,,
burstgpt-000345,367330,20,171,model-chatgpt,interactive,950,145,,,
burstgpt-000346,367840,26,23,model-chatgpt,interactive,950,145,,,
burstgpt-000347,367860,299,20,model-chatgpt,interactive,950,145,,,
burstgpt-000348,367990,1995,663,model-gpt-4,interactive,950,145,,,
burstgpt-000349,368000,59,31,model-chatgpt,interactive,950,145,,,
burstgpt-000350,368310,1365,214,model-chatgpt,interactive,950,145,,,
burstgpt-000351,368450,1595,354,model-chatgpt,interactive,950,145,,,
burstgpt-000352,368630,500,238,model-gpt-4,interactive,950,145,,,
burstgpt-000353,368780,51,1442,model-chatgpt,interactive,950,145,,,
burstgpt-000354,369100,2126,379,model-gpt-4,interactive,950,145,,,
burstgpt-000355,369170,33,81,model-chatgpt,interactive,950,145,,,
burstgpt-000356,369630,79,59,model-chatgpt,interactive,950,145,,,
burstgpt-000357,369840,145,45,model-gpt-4,interactive,950,145,,,
burstgpt-000358,369850,118,24,model-chatgpt,interactive,950,145,,,
burstgpt-000359,369880,222,43,model-chatgpt,interactive,950,145,,,
burstgpt-000360,369920,21,387,model-chatgpt,interactive,950,145,,,
burstgpt-000361,369950,752,280,model-gpt-4,interactive,950,145,,,
burstgpt-000362,370010,158,104,model-chatgpt,interactive,950,145,,,
burstgpt-000363,370030,170,14,model-chatgpt,interactive,950,145,,,
burstgpt-000364,370480,290,90,model-chatgpt,interactive,950,145,,,
burstgpt-000365,370760,601,327,model-chatgpt,interactive,950,145,,,
burstgpt-000366,371010,29,213,model-gpt-4,interactive,950,145,,,
burstgpt-000367,371120,112,110,model-gpt-4,interactive,950,145,,,
burstgpt-000368,371350,50,962,model-chatgpt,interactive,950,145,,,
burstgpt-000369,371430,733,311,model-chatgpt,interactive,950,145,,,
burstgpt-000370,371730,9,9,model-chatgpt,interactive,950,145,,,
burstgpt-000371,371770,40,11,model-chatgpt,interactive,950,145,,,
burstgpt-000372,371780,41,552,model-gpt-4,interactive,950,145,,,
burstgpt-000373,371840,1544,1421,model-chatgpt,interactive,950,145,,,
burstgpt-000374,371930,28,231,model-gpt-4,interactive,950,145,,,
burstgpt-000375,371960,24,443,model-chatgpt,interactive,950,145,,,
burstgpt-000376,372130,657,1011,model-chatgpt,interactive,950,145,,,
burstgpt-000377,372230,60,46,model-chatgpt,interactive,950,145,,,
burstgpt-000378,372300,275,225,model-gpt-4,interactive,950,145,,,
burstgpt-000379,372500,50,1143,model-chatgpt,interactive,950,145,,,
burstgpt-000380,372670,251,23,model-gpt-4,interactive,950,145,,,
burstgpt-000381,372690,18,70,model-gpt-4,interactive,950,145,,,
burstgpt-000382,372690,67,58,model-chatgpt,interactive,950,145,,,
burstgpt-000383,372720,281,239,model-gpt-4,interactive,950,145,,,
burstgpt-000384,372860,1061,1161,model-chatgpt,interactive,950,145,,,
burstgpt-000385,373090,484,308,model-chatgpt,interactive,950,145,,,
burstgpt-000386,373110,126,43,model-chatgpt,interactive,950,145,,,
burstgpt-000387,373320,723,170,model-chatgpt,interactive,950,145,,,
burstgpt-000388,373350,50,1265,model-chatgpt,interactive,950,145,,,
burstgpt-000389,373370,967,357,model-chatgpt,interactive,950,145,,,
burstgpt-000390,373710,106,329,model-gpt-4,interactive,950,145,,,
burstgpt-000391,373730,815,717,model-chatgpt,interactive,950,145,,,
